client,gender,amount,card,retail_service,country,timestamp
Stephanus Hancox,Genderqueer,"€28,28",mastercard,Sports,Germany,18:33:09
Adrianne Crickett,Female,"€26,57",visa,Electronics,Portugal,11:55:30
Eran Rishman,Female,"€81,97",mastercard,Computers,Brazil,11:34:59
Garnette Knee,Female,"€60,17",visa,Kids,France,8:14:25
Griff Butter,Male,"€24,14",mastercard,Grocery,France,0:44:02
Reagan Scohier,Male,"€32,02",americanexpress,Games,Argentina,9:28:04
Astrid Thorp,Genderqueer,"€61,25",visa,Outdoors,France,22:30:36
Philis Chasemore,Female,"€96,61",americanexpress,Home,Portugal,0:48:29
Birch Santer,Male,"€33,63",americanexpress,Baby,France,2:04:26
Brooke Botham,Male,"€56,88",americanexpress,Automotive,France,2:20:56
Kath Ripper,Female,"€60,42",visa,Health,Portugal,18:42:32
Cally Sibun,Female,"€81,37",americanexpress,Electronics,Brazil,12:53:19
Cristy Colleran,Female,"€91,38",americanexpress,Outdoors,Portugal,14:40:08
Laetitia Gage,Female,"€79,47",americanexpress,Computers,Germany,5:08:46
Salvador Hawkeswood,Male,"€15,84",mastercard,Outdoors,Brazil,7:16:00
Nikola Eskrick,Non-binary,"€90,74",mastercard,Electronics,Brazil,0:32:26
Miltie Exer,Male,"€46,98",visa,Sports,Argentina,16:10:41
Jordan Stallard,Male,"€22,86",americanexpress,Jewelry,Portugal,2:56:04
Hube Giorgielli,Male,"€7,10",mastercard,Automotive,Portugal,5:09:02
Leroi O'Cooney,Male,"€11,55",americanexpress,Health,Portugal,10:45:26
Larry Kenset,Male,"€80,17",visa,Electronics,Brazil,17:24:06
Crin MacCaghan,Female,"€12,28",visa,Clothing,France,2:25:30
Rasia Ruddock,Female,"€76,58",visa,Automotive,Brazil,8:41:54
Daniella Duligall,Female,"€31,40",americanexpress,Jewelry,France,6:28:23
Albie Berkely,Male,"€62,77",americanexpress,Computers,Portugal,2:50:41
Ethel O'Fielly,Female,"€61,68",mastercard,Toys,France,17:24:36
Jodie Bome,Male,"€85,74",mastercard,Industrial,Argentina,19:33:17
Moe Josefson,Genderqueer,"€21,41",visa,Beauty,Portugal,20:17:36
Janith Lomis,Female,"€62,01",visa,Health,Germany,21:08:48
Elsey Stuchbury,Bigender,"€95,41",visa,Sports,Portugal,23:36:44
Ingeberg Hartshorn,Female,"€3,91",americanexpress,Computers,France,12:51:08
Hoyt Broadstock,Male,"€58,61",mastercard,Automotive,Portugal,8:11:56
Mario Ottosen,Male,"€94,23",americanexpress,Grocery,France,2:46:28
Thorpe Riggott,Male,"€49,71",mastercard,Baby,Portugal,0:12:23
Marisa Stansall,Female,"€57,39",visa,Home,France,10:33:13
De witt Caldwall,Male,"€76,92",visa,Grocery,Brazil,1:11:27
Betteann Syne,Female,"€69,66",visa,Jewelry,France,16:40:55
Adi Dunan,Female,"€79,21",visa,Electronics,Spain,19:50:15
Clyde Banghe,Male,"€19,08",visa,Movies,Brazil,6:41:57
Foss Eglaise,Male,"€44,47",americanexpress,Games,France,3:11:37
Lucy Gheorghescu,Female,"€82,73",mastercard,Kids,Argentina,0:46:27
Aurore Emnoney,Polygender,"€3,97",visa,Baby,Brazil,3:28:22
Randa Dominik,Female,"€78,42",mastercard,Health,France,10:53:27
Osborne Whysall,Male,"€46,10",americanexpress,Health,Portugal,23:21:18
Brooks Chatenet,Male,"€42,62",visa,Sports,Brazil,23:46:10
Leyla Fishley,Female,"€70,10",mastercard,Computers,Argentina,16:31:45
Wolf Spelsbury,Male,"€27,03",visa,Kids,Brazil,3:16:55
Miltie Cripin,Male,"€34,81",visa,Clothing,Brazil,2:45:32
Adelind Morman,Female,"€66,38",americanexpress,Electronics,Spain,6:00:10
Gabbi Angrock,Female,"€42,57",americanexpress,Music,Brazil,6:41:47
Niall Thurlborn,Male,"€81,00",mastercard,Beauty,Brazil,17:58:03
Renado Bennen,Male,"€13,47",visa,Automotive,Brazil,11:55:27
Carroll Seals,Bigender,"€56,17",visa,Baby,Brazil,9:52:21
Danni Fant,Female,"€60,46",visa,Books,France,11:13:57
Nester Doick,Male,"€20,75",americanexpress,Baby,Brazil,8:11:22
Cynthea Calverd,Female,"€72,43",americanexpress,Electronics,Portugal,23:02:20
Barry Gayter,Male,"€55,44",visa,Computers,Brazil,7:41:28
Diego Bolzmann,Male,"€69,41",americanexpress,Health,Argentina,10:01:43
Moira Ferrandez,Female,"€47,69",mastercard,Baby,Brazil,20:13:40
Ingelbert Collinwood,Male,"€61,69",mastercard,Tools,Brazil,1:19:38
Lusa Quarton,Female,"€73,97",americanexpress,Grocery,France,10:50:49
Alvan Escalero,Male,"€35,64",americanexpress,Garden,France,12:39:19
Aviva Elliston,Female,"€89,52",americanexpress,Automotive,Brazil,9:53:49
Cirstoforo Hughesdon,Male,"€87,88",americanexpress,Kids,Brazil,13:49:18
Guglielma Noen,Female,"€38,18",mastercard,Movies,Brazil,3:51:48
Kristel Burnapp,Female,"€68,72",americanexpress,Home,Brazil,5:42:31
Juanita Heaphy,Female,"€10,52",americanexpress,Clothing,Brazil,6:38:07
Roseann Weond,Female,"€67,96",americanexpress,Electronics,Portugal,14:56:34
Myrtice Novic,Female,"€75,26",americanexpress,Health,Portugal,0:39:07
Evelyn Harnott,Male,"€99,00",mastercard,Movies,Portugal,20:44:13
Hasty Rockell,Male,"€37,30",visa,Electronics,Brazil,9:32:40
Aeriell Vinker,Female,"€5,76",visa,Automotive,Spain,10:23:23
Glen Neward,Male,"€35,46",mastercard,Garden,Brazil,2:23:27
Janine Spadaro,Female,"€45,25",visa,Books,Portugal,17:01:35
Gideon Kytley,Male,"€6,04",visa,Electronics,Brazil,3:28:59
Petey Rangeley,Male,"€97,04",mastercard,Sports,Portugal,17:49:43
Dorice Clawley,Female,"€98,95",americanexpress,Baby,Brazil,3:17:50
Rose Pashan,Genderqueer,"€31,50",mastercard,Jewelry,Portugal,4:07:23
Barret Bullingham,Male,"€70,34",visa,Automotive,France,5:36:45
Ida Brownsell,Female,"€83,19",visa,Music,Brazil,5:23:21
Lem Beddows,Male,"€69,57",americanexpress,Sports,France,19:32:43
Napoleon Figgen,Male,"€33,95",mastercard,Industrial,France,1:24:23
Kayne Pallant,Male,"€44,28",mastercard,Beauty,France,18:53:16
Tony Candwell,Male,"€35,73",americanexpress,Games,Portugal,23:10:27
Kale Smiths,Male,"€46,54",visa,Tools,Argentina,20:28:50
Raina Domerc,Female,"€94,90",americanexpress,Toys,Brazil,12:21:15
Cassie Nehls,Female,"€24,65",americanexpress,Toys,France,5:58:07
Matthew Ceely,Male,"€19,95",americanexpress,Movies,Argentina,22:32:26
Royall Ruperti,Male,"€47,56",mastercard,Tools,Brazil,6:45:21
Aurelea Lakeland,Female,"€10,95",americanexpress,Clothing,Portugal,14:32:34
Natale Alchin,Male,"€26,92",visa,Tools,Brazil,8:20:32
Lowe Wintringham,Male,"€19,26",mastercard,Grocery,France,7:58:48
Binky Kimbrey,Male,"€14,74",americanexpress,Industrial,France,15:09:09
Garv Sharpling,Male,"€32,90",mastercard,Outdoors,France,0:57:17
Kristian Ironmonger,Male,"€56,89",mastercard,Automotive,Brazil,15:18:40
Larine Peever,Female,"€59,47",visa,Kids,Brazil,21:59:55
Sherri Angear,Female,"€66,15",visa,Electronics,Argentina,10:55:37
Ailyn Danielczyk,Polygender,"€5,12",mastercard,Home,Brazil,14:07:01
Padriac Petrushkevich,Male,"€76,65",mastercard,Sports,Argentina,21:17:38
Ardella Endley,Female,"€87,23",mastercard,Industrial,France,17:39:57
Cheston Marking,Male,"€85,27",mastercard,Outdoors,Portugal,21:27:55
Moishe Bottomer,Male,"€46,28",visa,Electronics,France,7:34:00
Lin Riby,Female,"€8,84",mastercard,Beauty,Brazil,23:38:43
Alexio Antonellini,Male,"€57,84",mastercard,Jewelry,France,18:25:24
Svend Cowill,Male,"€80,04",visa,Music,Argentina,20:39:36
Bryanty Kellard,Male,"€16,93",americanexpress,Beauty,France,8:14:58
Irwin Dumbarton,Male,"€26,61",visa,Books,Portugal,9:55:04
Ransom Crosskill,Male,"€23,46",americanexpress,Games,Brazil,21:29:54
Enoch Kinnen,Male,"€31,45",mastercard,Beauty,Brazil,11:31:48
Kaela Kirlin,Female,"€27,37",visa,Tools,Brazil,4:48:06
Shoshana Glenn,Female,"€45,18",americanexpress,Computers,France,23:40:03
Gladi Secret,Female,"€95,09",americanexpress,Sports,Brazil,9:51:24
Agneta Limrick,Female,"€5,71",mastercard,Electronics,France,19:57:47
Antony Peddie,Male,"€36,01",mastercard,Computers,Portugal,1:55:20
Janek McBrearty,Genderfluid,"€55,92",mastercard,Games,France,23:25:57
Sheffie Mizzi,Male,"€87,01",visa,Sports,Brazil,8:27:24
Ingar Trembley,Male,"€67,78",americanexpress,Electronics,France,12:52:30
Alexia Rentilll,Female,"€33,70",visa,Tools,Brazil,4:35:13
Obie Jotcham,Male,"€58,92",visa,Kids,Brazil,23:16:56
Yule Bartles,Male,"€46,12",americanexpress,Shoes,Spain,1:17:33
Dickie Zamora,Male,"€76,45",mastercard,Garden,Portugal,20:02:34
Fraser Comelli,Male,"€77,34",visa,Toys,Brazil,9:22:48
Randall McTrustrie,Male,"€18,03",americanexpress,Computers,Brazil,15:22:09
Ignazio Youde,Male,"€3,60",visa,Beauty,Brazil,6:57:30
Dael Holwell,Female,"€32,38",visa,Music,Argentina,18:34:09
Rurik Toland,Male,"€54,63",mastercard,Books,Brazil,16:19:03
Tansy Mannagh,Female,"€16,08",americanexpress,Home,Argentina,10:28:12
Desmond Densie,Male,"€42,33",mastercard,Outdoors,Brazil,0:15:24
Matthias McLinden,Male,"€81,93",mastercard,Movies,Portugal,13:26:21
Giraldo Ades,Male,"€48,78",americanexpress,Movies,Brazil,21:42:51
Maxie Allflatt,Male,"€39,34",mastercard,Toys,Spain,1:39:04
Elbertina Vischi,Female,"€2,10",americanexpress,Grocery,Brazil,11:12:16
Garfield Noonan,Male,"€5,95",mastercard,Computers,Brazil,10:28:27
Emlynne Harp,Female,"€37,20",americanexpress,Health,Brazil,10:31:46
Douglas Strickett,Male,"€35,36",mastercard,Jewelry,Brazil,11:38:00
Fairleigh Mcall,Male,"€77,58",americanexpress,Kids,Argentina,12:36:50
Aigneis Tythacott,Female,"€44,90",americanexpress,Health,France,6:15:07
Lissi Blant,Female,"€43,49",mastercard,Books,Brazil,22:18:36
Jayme Clemson,Female,"€58,19",americanexpress,Beauty,Brazil,14:58:13
Pearce Libermore,Male,"€86,44",mastercard,Outdoors,Brazil,13:06:39
Olive Haskell,Female,"€75,07",mastercard,Electronics,Germany,10:08:50
Filmer Pina,Male,"€31,60",americanexpress,Sports,Brazil,9:31:22
Kingsley Jakovijevic,Male,"€53,17",americanexpress,Home,France,21:17:00
Darrel Harower,Male,"€99,17",mastercard,Kids,Brazil,6:05:08
Giuseppe Hayler,Male,"€75,08",americanexpress,Jewelry,France,22:33:10
Dodi Anthill,Female,"€1,09",americanexpress,Health,Brazil,18:35:24
Ignace Read,Male,"€35,93",americanexpress,Clothing,Argentina,6:40:56
Baldwin Ramsell,Genderqueer,"€14,95",mastercard,Toys,France,13:07:20
Joey Trazzi,Agender,"€9,20",mastercard,Beauty,France,21:36:13
Rubina Bourdel,Female,"€60,26",americanexpress,Kids,France,18:14:52
Christy Broddle,Male,"€37,62",americanexpress,Automotive,Brazil,5:56:36
Tyler Corkell,Male,"€54,66",visa,Books,Argentina,8:24:30
Toma Denziloe,Female,"€15,02",visa,Garden,Portugal,17:02:14
Florette Hawkett,Female,"€1,93",visa,Toys,Brazil,6:46:18
Gayel Oxbie,Female,"€58,02",visa,Beauty,Portugal,4:37:18
Ancell Jude,Male,"€28,62",visa,Computers,Brazil,11:03:46
Evita Tidbold,Female,"€52,53",visa,Movies,Argentina,16:44:14
Shellie MacAllan,Female,"€45,55",americanexpress,Industrial,Portugal,21:30:30
Binky Gawith,Male,"€18,99",visa,Automotive,Portugal,0:10:23
Blondell Savell,Female,"€92,19",mastercard,Garden,Argentina,11:36:19
Clyve Deares,Male,"€5,03",visa,Clothing,France,17:14:03
Audie Cowling,Female,"€66,48",visa,Garden,Brazil,17:26:14
Denver Willshear,Male,"€76,62",americanexpress,Tools,France,12:04:13
Moselle Benzi,Female,"€50,61",visa,Toys,Portugal,2:54:21
Reggie Balducci,Genderfluid,"€25,42",americanexpress,Grocery,Argentina,7:25:20
Craggy Pehrsson,Male,"€40,23",americanexpress,Automotive,Portugal,18:27:24
Lindsy Breadon,Female,"€73,87",americanexpress,Toys,Portugal,21:25:55
Nikki Clowley,Male,"€64,13",visa,Toys,Argentina,9:38:49
Corinne Flanders,Female,"€26,96",mastercard,Electronics,Brazil,8:37:01
Remington Arias,Male,"€39,51",mastercard,Industrial,Portugal,8:39:45
Shena Capron,Female,"€8,41",mastercard,Baby,Brazil,10:53:51
Leyla Dubbin,Female,"€83,36",visa,Books,Portugal,14:34:30
Lionello Boxhall,Male,"€63,04",mastercard,Computers,France,7:42:03
Ruthie Swindells,Female,"€65,70",americanexpress,Outdoors,Brazil,23:05:28
Wake Himpson,Male,"€0,48",visa,Games,Portugal,22:33:12
Kelsey Synder,Female,"€33,91",mastercard,Jewelry,France,3:35:43
Agnes Gerholz,Female,"€6,90",americanexpress,Home,France,10:33:54
Philippine Junkin,Female,"€35,27",mastercard,Clothing,Brazil,20:04:36
Paul Veeler,Male,"€20,57",mastercard,Outdoors,Portugal,23:31:22
Amelia Fancy,Female,"€30,23",americanexpress,Electronics,Brazil,5:04:23
Hollie Vizard,Female,"€2,64",mastercard,Toys,France,19:02:07
Conan Kitley,Male,"€73,68",americanexpress,Shoes,Argentina,2:09:49
Fritz Le Breton,Male,"€67,02",americanexpress,Music,France,20:06:22
Upton Guidera,Male,"€21,13",visa,Movies,France,7:12:02
Muriel Rodge,Female,"€49,36",americanexpress,Baby,Brazil,3:53:34
Jennica Ambrogiotti,Female,"€99,83",americanexpress,Beauty,Argentina,21:19:35
Trueman Lound,Male,"€78,19",mastercard,Kids,Portugal,4:41:16
Sharla Godfrey,Female,"€10,17",mastercard,Shoes,Portugal,2:32:28
Madonna Capron,Female,"€7,96",americanexpress,Tools,Brazil,11:45:13
Antonietta Seamarke,Female,"€36,76",mastercard,Beauty,Portugal,7:32:29
Gareth Laurenz,Male,"€90,54",americanexpress,Health,France,15:14:40
Ware Bentje,Male,"€22,13",americanexpress,Kids,France,17:50:39
Horatio Goneau,Male,"€69,37",americanexpress,Jewelry,Brazil,8:26:44
Boony Hartigan,Male,"€87,91",mastercard,Kids,Argentina,10:58:59
Carry Sallan,Female,"€6,38",visa,Computers,Portugal,5:30:44
Jobi Plaskett,Polygender,"€2,32",mastercard,Jewelry,France,18:51:39
Wilbert Steger,Polygender,"€95,98",mastercard,Beauty,Argentina,16:07:45
Ebeneser Leidl,Polygender,"€25,94",americanexpress,Kids,Spain,0:03:27
Hermie Chesnut,Male,"€71,52",visa,Industrial,Argentina,0:32:40
Demott Burnet,Male,"€66,05",mastercard,Automotive,Brazil,20:17:20
Silva Seeborne,Female,"€67,65",americanexpress,Home,Portugal,12:06:45
Adria Dark,Female,"€89,50",americanexpress,Computers,France,19:27:30
Yolane Wloch,Female,"€85,18",americanexpress,Baby,Portugal,13:29:23
Laraine Dubique,Female,"€58,41",visa,Kids,France,10:27:29
Mignon Itzkovwitch,Female,"€77,04",americanexpress,Books,Portugal,22:56:33
Brenn Brickell,Polygender,"€50,55",mastercard,Baby,Portugal,5:26:00
Bruno Zanutti,Agender,"€24,73",visa,Grocery,Argentina,4:49:49
Marco Hinckes,Male,"€7,84",mastercard,Grocery,Portugal,0:19:29
Bourke Jakel,Male,"€59,21",mastercard,Clothing,Portugal,0:45:17
Virgie Splain,Female,"€80,58",americanexpress,Garden,Argentina,5:09:42
Jere Fley,Male,"€60,86",mastercard,Jewelry,Brazil,19:35:36
Rickard Summergill,Male,"€33,01",visa,Garden,France,1:44:34
Chloris Jacob,Female,"€46,33",mastercard,Music,Brazil,3:12:20
Adamo Stanney,Male,"€42,78",americanexpress,Kids,Brazil,19:52:30
Bambi Earley,Female,"€75,81",mastercard,Jewelry,France,10:11:46
Vittoria Thow,Non-binary,"€64,98",visa,Toys,Brazil,19:30:36
Kalina Kirlin,Female,"€0,29",americanexpress,Computers,France,3:32:54
Marne Lassells,Female,"€92,24",visa,Books,Brazil,5:23:07
Lloyd Matejic,Male,"€74,56",visa,Jewelry,Brazil,2:46:06
Arvy Dyzart,Male,"€13,96",americanexpress,Toys,France,4:51:57
Rozalie Gambie,Female,"€32,21",mastercard,Garden,France,13:11:39
Gardie Colgan,Male,"€57,03",americanexpress,Music,Argentina,7:55:11
Brigitta Bausmann,Female,"€23,71",mastercard,Jewelry,France,9:37:30
Cher Livard,Female,"€36,33",visa,Games,France,7:58:42
Rozalie Rengger,Female,"€53,45",visa,Beauty,Portugal,9:53:33
Belva Paur,Female,"€99,83",mastercard,Sports,Brazil,13:43:48
Pasquale Brotherhed,Male,"€92,96",mastercard,Shoes,Brazil,14:35:15
Evita Gallaher,Female,"€57,33",visa,Health,Germany,10:05:05
Thelma Lancetter,Female,"€39,88",visa,Grocery,Brazil,15:04:49
Michaela Edy,Female,"€61,94",visa,Automotive,Argentina,19:00:17
Sigismondo Hamal,Male,"€48,38",visa,Kids,Germany,20:19:38
Ikey Sacher,Male,"€15,16",mastercard,Beauty,Portugal,11:36:21
Bettina Lethardy,Female,"€11,86",visa,Industrial,France,18:51:49
Sully Skelton,Male,"€88,39",visa,Sports,Brazil,18:27:01
Lonnie Reiach,Genderqueer,"€41,52",mastercard,Garden,Portugal,22:24:19
Felix Yerrall,Male,"€90,45",mastercard,Garden,Brazil,0:13:31
Caitrin Kovacs,Female,"€38,41",americanexpress,Kids,Brazil,13:17:04
Prentiss Dayborne,Genderfluid,"€34,63",americanexpress,Games,Germany,0:17:55
Prentiss Tollerfield,Male,"€69,94",americanexpress,Beauty,Portugal,18:24:30
Florie Mattaser,Female,"€53,80",mastercard,Sports,Portugal,7:30:37
Hansiain Wildes,Male,"€7,95",americanexpress,Health,France,3:16:54
Mischa Crosio,Male,"€42,10",mastercard,Beauty,Portugal,8:46:04
Jourdain Housin,Male,"€53,50",visa,Books,France,16:01:13
Suzann Selkirk,Female,"€29,81",visa,Beauty,Brazil,3:56:01
Penelope Thomasen,Female,"€50,27",visa,Jewelry,Brazil,15:51:53
Hashim Shard,Male,"€66,60",visa,Tools,Brazil,5:11:25
Eden Doxsey,Polygender,"€91,96",mastercard,Clothing,Brazil,8:30:55
Ferdinanda Fullom,Female,"€22,50",americanexpress,Music,Portugal,6:48:10
Clay Gard,Male,"€53,44",americanexpress,Home,Brazil,19:01:39
Layton Hemshall,Male,"€0,54",mastercard,Toys,France,23:25:24
Cobb Ivermee,Male,"€29,72",americanexpress,Beauty,France,15:54:48
Janie Pittaway,Female,"€42,50",americanexpress,Outdoors,Brazil,9:53:46
Chan Behrens,Male,"€23,60",visa,Home,Brazil,3:59:33
Cyril Paddon,Male,"€2,78",visa,Clothing,Brazil,3:59:30
Tanhya Klampt,Female,"€72,69",mastercard,Shoes,France,10:23:04
Bambi Ironmonger,Female,"€65,78",visa,Computers,France,20:13:16
