client,gender,amount,card,retail_service,country,timestamp
Chevy Wrout,Male,"€93,06",americanexpress,Beauty,Brazil,11:32:58
Nelli Cardenosa,Female,"€67,91",americanexpress,Baby,Portugal,18:29:26
Herbie Battey,Male,"€75,04",americanexpress,Tools,Brazil,10:23:13
Yardley Drewitt,Male,"€26,32",visa,Computers,France,7:53:12
Deonne Cissen,Female,"€92,45",mastercard,Industrial,France,2:16:58
Gillan Screen,Female,"€42,95",visa,Kids,France,0:50:00
Clive Poon,Male,"€87,73",americanexpress,Toys,Spain,17:35:32
Benedicto Nudd,Male,"€22,62",visa,Outdoors,Portugal,11:59:15
Ellyn McCamish,Female,"€95,78",mastercard,Toys,Portugal,19:23:33
Wolfy Stops,Male,"€64,90",americanexpress,Industrial,Brazil,5:20:42
Norine Hinsch,Female,"€51,06",mastercard,Grocery,France,13:16:27
Ebeneser Alelsandrovich,Male,"€53,89",visa,Electronics,Portugal,8:33:53
Gizela Sorley,Non-binary,"€74,62",mastercard,Automotive,France,13:32:27
Charlene Mallatratt,Female,"€27,10",americanexpress,Computers,France,15:00:47
Saundra Blatherwick,Female,"€34,71",mastercard,Toys,Brazil,2:24:32
Ruy Sherbrook,Male,"€75,81",mastercard,Books,Brazil,14:19:46
Chase Kolodziejski,Male,"€25,62",visa,Computers,Brazil,16:42:15
Dacia Arno,Female,"€75,29",visa,Books,France,19:34:14
Pinchas Cardenosa,Male,"€37,87",mastercard,Home,Portugal,12:15:03
Kain Nobles,Male,"€7,77",americanexpress,Clothing,Brazil,19:52:59
Melisandra Gloves,Female,"€40,05",americanexpress,Music,Brazil,17:02:45
Lou Hutchens,Male,"€56,24",mastercard,Games,Portugal,4:45:50
Tracie Plott,Male,"€23,72",visa,Beauty,Brazil,22:04:26
Heinrik Shearme,Male,"€48,44",americanexpress,Tools,Brazil,19:05:42
Reinaldo Robe,Genderfluid,"€75,75",visa,Home,Argentina,8:39:46
Kayne Murtagh,Male,"€53,40",mastercard,Grocery,Brazil,17:35:45
Janeczka Fleetwood,Female,"€75,73",visa,Shoes,France,18:56:43
Victoir Pinkstone,Male,"€43,26",mastercard,Baby,Portugal,4:09:53
Virgina Audritt,Female,"€81,23",mastercard,Books,Argentina,21:59:17
Ginevra Calam,Genderqueer,"€42,18",americanexpress,Shoes,Portugal,6:26:33
Carmelita Monckman,Female,"€36,71",americanexpress,Books,Brazil,1:02:52
Lamont Challinor,Male,"€42,84",americanexpress,Garden,France,11:41:17
Jody MacTrustram,Female,"€99,69",americanexpress,Automotive,Argentina,2:04:38
Emlyn Raatz,Female,"€34,49",visa,Sports,France,17:02:38
Lyn Cisson,Male,"€32,85",americanexpress,Shoes,France,4:06:16
Sioux Eim,Female,"€33,33",visa,Health,France,6:44:19
Maryjo Rablan,Female,"€82,96",mastercard,Industrial,Brazil,17:49:51
Stewart Dufaur,Male,"€25,96",mastercard,Books,Germany,21:16:09
Chicky Kollas,Male,"€92,56",mastercard,Shoes,Brazil,9:46:52
Pavlov Coleman,Male,"€10,67",americanexpress,Sports,Argentina,8:45:59
Auberta Cleere,Female,"€80,10",visa,Music,Brazil,10:37:37
Adrianna Maier,Female,"€89,15",americanexpress,Electronics,Brazil,6:11:54
Shannah Pett,Non-binary,"€44,19",visa,Jewelry,Portugal,2:51:54
Gerhardine Widmoor,Female,"€80,03",americanexpress,Shoes,Brazil,12:44:04
Lissa Law,Female,"€93,74",americanexpress,Tools,Argentina,9:06:25
Reginauld Kopisch,Male,"€23,28",visa,Automotive,Portugal,4:11:35
Sharleen Itzkowicz,Female,"€29,07",americanexpress,Baby,Argentina,4:13:59
Kimbell Sprason,Male,"€94,52",visa,Baby,France,7:15:15
Anetta Sysland,Female,"€28,98",visa,Home,Brazil,16:27:57
Piggy Milverton,Male,"€68,08",mastercard,Electronics,Argentina,21:56:16
Deedee Jakubovics,Female,"€38,64",mastercard,Toys,Brazil,15:10:28
Cyrille Pattle,Male,"€29,33",visa,Automotive,Argentina,21:13:50
Ulla Iglesias,Agender,"€82,45",mastercard,Health,Portugal,4:14:52
Haskel Bowdery,Genderqueer,"€79,02",visa,Garden,France,10:14:12
Evonne Curtayne,Female,"€63,04",mastercard,Automotive,Brazil,18:53:33
Loise Seebert,Female,"€41,47",mastercard,Music,Brazil,15:51:58
Audry Kiehl,Female,"€4,53",mastercard,Tools,France,16:45:21
Orella Denmead,Female,"€26,77",visa,Movies,Portugal,6:58:22
Stafford Olyfant,Male,"€52,71",mastercard,Tools,France,9:09:47
Brennen Boulstridge,Male,"€1,45",mastercard,Electronics,Argentina,7:24:15
Alaster Roffey,Male,"€77,77",americanexpress,Industrial,France,17:08:27
Abbie Olivie,Male,"€11,14",visa,Beauty,Brazil,0:07:39
Jewelle Lindley,Female,"€7,17",mastercard,Shoes,Argentina,13:59:52
Thoma Burgin,Male,"€47,68",americanexpress,Games,France,18:50:06
Linnie Abadam,Female,"€41,61",americanexpress,Computers,Portugal,22:49:35
Myrilla Bastide,Female,"€77,06",visa,Home,Argentina,21:49:02
Heath Wolfendale,Male,"€17,21",americanexpress,Shoes,Brazil,6:55:58
Vaclav Serot,Male,"€87,35",visa,Sports,Brazil,2:12:36
Berti Herety,Non-binary,"€64,08",americanexpress,Electronics,Germany,15:27:35
Halette Stapleton,Female,"€48,29",americanexpress,Movies,Portugal,18:06:30
Virgilio Edowes,Genderqueer,"€29,97",visa,Automotive,France,22:33:19
Joana Beel,Female,"€35,03",mastercard,Games,Spain,5:20:41
Whitaker O'Rodane,Male,"€58,49",visa,Tools,Portugal,20:22:43
Heindrick Knappe,Male,"€42,08",mastercard,Movies,Portugal,1:55:13
Albert Leeming,Male,"€6,27",visa,Home,France,16:35:44
Emelina Pardi,Female,"€38,90",americanexpress,Toys,France,8:12:56
Benton Leftwich,Male,"€90,09",americanexpress,Garden,France,0:52:03
Miof mela Newton,Female,"€81,87",americanexpress,Books,Argentina,6:17:04
Amalia Tilney,Female,"€84,55",americanexpress,Jewelry,Brazil,6:10:58
Ferdinand Akrigg,Male,"€76,79",mastercard,Automotive,Brazil,17:06:27
Allistir Boydle,Male,"€17,22",mastercard,Computers,France,5:13:32
Andreana Gorst,Non-binary,"€28,07",americanexpress,Books,Brazil,3:21:12
Phillis Anan,Genderfluid,"€32,00",americanexpress,Sports,France,10:34:04
Roderick Jouannisson,Genderfluid,"€97,11",mastercard,Electronics,Brazil,11:33:16
Caresa Woollin,Female,"€81,39",americanexpress,Jewelry,Portugal,17:59:33
Berke Sainthill,Male,"€69,67",americanexpress,Industrial,Portugal,9:30:41
Elka MacCardle,Female,"€46,00",mastercard,Shoes,Argentina,5:37:41
Omero Vashchenko,Male,"€48,54",americanexpress,Tools,France,9:59:03
Diahann Kember,Female,"€65,56",americanexpress,Computers,Brazil,3:14:25
Nan Cheer,Female,"€84,88",mastercard,Automotive,France,16:38:22
Maryanne Ebbens,Genderfluid,"€4,09",mastercard,Books,Brazil,21:01:23
Jessi Ranby,Female,"€59,08",mastercard,Shoes,Brazil,15:28:26
Adey Eagan,Female,"€61,02",americanexpress,Games,Argentina,5:16:16
Marnia Starr,Female,"€46,83",visa,Movies,France,17:06:36
Hermy Galliver,Male,"€42,88",visa,Health,Argentina,7:24:06
Fidole Thomelin,Male,"€15,53",americanexpress,Books,Brazil,12:10:57
Alden Spindler,Male,"€16,06",mastercard,Kids,Brazil,9:28:21
Tim Chevis,Female,"€49,49",mastercard,Electronics,Brazil,1:35:39
Benedicta Ovens,Female,"€58,41",mastercard,Toys,France,5:02:11
Maxwell Baldoni,Male,"€67,80",mastercard,Health,Portugal,17:06:18
Lane Lamplugh,Male,"€68,17",americanexpress,Health,France,17:30:50
Alika Easter,Female,"€70,75",visa,Industrial,Brazil,13:58:09
Aguste Brimmicombe,Male,"€87,13",mastercard,Computers,Brazil,10:10:17
Tony Redwall,Male,"€80,74",americanexpress,Garden,France,19:34:02
Anna-diana Baszniak,Female,"€5,65",visa,Garden,France,15:18:57
Igor Josefer,Genderqueer,"€66,61",mastercard,Toys,France,1:50:29
Selma Chestnut,Female,"€57,03",americanexpress,Home,Portugal,0:02:50
Cleavland Newe,Agender,"€87,86",americanexpress,Games,Portugal,20:05:27
Corrie Wyatt,Male,"€21,16",americanexpress,Computers,Brazil,12:28:31
Legra Wheelband,Bigender,"€92,62",americanexpress,Industrial,Brazil,10:15:29
Brianna Ashington,Female,"€84,30",americanexpress,Games,Portugal,4:37:33
Fremont Gratland,Male,"€53,79",visa,Toys,Portugal,19:33:29
Rosene Toopin,Female,"€11,88",americanexpress,Beauty,Portugal,12:54:37
Ambrosi Littrik,Male,"€18,98",visa,Games,Argentina,11:25:52
Aundrea Cordier,Female,"€47,43",visa,Sports,Portugal,22:52:25
Waverly Blazewicz,Male,"€43,54",mastercard,Outdoors,France,17:25:26
Purcell Dron,Male,"€88,11",visa,Outdoors,Portugal,21:02:46
Frasco Stanney,Male,"€7,50",americanexpress,Automotive,Brazil,22:24:56
Henrie Swadden,Female,"€71,66",visa,Games,Portugal,0:07:58
Editha Abel,Female,"€86,70",mastercard,Kids,Brazil,13:54:26
Edd Wevell,Male,"€74,55",mastercard,Health,Brazil,20:49:03
Layne Edland,Female,"€66,68",americanexpress,Home,Brazil,9:02:02
Row Weall,Female,"€94,61",americanexpress,Tools,Spain,23:57:12
Irwinn Worster,Male,"€96,46",americanexpress,Kids,Portugal,8:02:05
Alva Brompton,Male,"€49,05",mastercard,Garden,Brazil,2:57:39
Derek Baltzar,Male,"€15,68",visa,Outdoors,France,19:49:06
Sally Seligson,Female,"€61,72",americanexpress,Books,Argentina,1:09:33
Eugene Behrens,Male,"€19,73",mastercard,Garden,France,10:59:28
Sukey Chimes,Female,"€84,13",mastercard,Toys,France,12:11:23
Say Momford,Bigender,"€17,53",mastercard,Electronics,Portugal,22:35:52
Yvon Gammidge,Male,"€10,86",americanexpress,Beauty,Portugal,14:34:14
Dolly Lennon,Female,"€53,02",americanexpress,Toys,Brazil,15:02:08
Norby Bonick,Male,"€51,54",visa,Tools,France,23:58:25
Verla Sawford,Female,"€14,91",mastercard,Home,Brazil,0:32:08
Allie Reach,Bigender,"€7,26",visa,Movies,France,15:05:37
Pennie Tack,Male,"€42,20",visa,Kids,France,2:42:38
Silvana Wynrehame,Female,"€9,22",visa,Toys,Portugal,19:50:48
Johnette Shevlan,Female,"€35,69",mastercard,Movies,France,22:22:21
Yank Tonkinson,Male,"€34,40",visa,Books,Argentina,11:50:04
Eldon Caskey,Male,"€98,32",mastercard,Music,France,21:00:22
Angel Backman,Male,"€54,62",mastercard,Jewelry,France,4:18:49
Adrian Maclean,Female,"€80,85",mastercard,Kids,Argentina,20:14:58
Sheffie Dikles,Male,"€16,15",visa,Computers,Brazil,15:03:01
Say Eadmeads,Male,"€56,97",americanexpress,Beauty,France,3:38:16
Hans Chasteney,Non-binary,"€66,11",mastercard,Health,Portugal,16:13:45
Menard Huggin,Male,"€46,58",mastercard,Games,Argentina,11:06:20
Bobbette Cortnay,Female,"€48,10",visa,Kids,Portugal,17:54:35
Tawnya Ebbage,Female,"€25,18",mastercard,Home,Argentina,21:36:21
Mendy Ilott,Genderfluid,"€93,50",americanexpress,Automotive,Portugal,7:11:27
Georg Rosenboim,Male,"€16,17",americanexpress,Jewelry,Portugal,5:23:59
Donielle St. Clair,Female,"€41,21",mastercard,Beauty,Portugal,11:29:32
Elsa Battany,Female,"€13,50",americanexpress,Movies,France,17:35:12
Ninnette Harcarse,Female,"€93,40",mastercard,Electronics,Brazil,23:22:03
Pat Etherton,Female,"€99,12",visa,Industrial,Brazil,7:08:01
Carney Bowker,Male,"€74,17",visa,Outdoors,France,14:31:05
Winonah d' Eye,Female,"€35,94",americanexpress,Toys,Brazil,0:14:35
Adams Carley,Male,"€3,80",americanexpress,Health,France,17:35:04
Gal Red,Genderfluid,"€91,19",visa,Home,Brazil,23:09:28
Sonnie Maine,Non-binary,"€6,56",visa,Baby,Portugal,10:20:03
Gustaf Strick,Male,"€38,00",americanexpress,Industrial,Brazil,12:43:17
Balduin Kliment,Male,"€0,51",americanexpress,Jewelry,Germany,7:16:54
Justinian Briand,Male,"€31,13",visa,Electronics,Brazil,1:10:25
Sutherlan Denison,Male,"€94,55",visa,Toys,Portugal,3:38:37
Lyn Pollie,Male,"€62,48",visa,Music,Brazil,5:32:33
Felicio Downgate,Male,"€58,86",americanexpress,Baby,Portugal,15:34:24
Vida Elkington,Female,"€75,41",mastercard,Movies,Portugal,15:21:47
Brianna Ravens,Female,"€79,13",americanexpress,Home,France,23:24:59
Nedi Echallier,Female,"€75,27",mastercard,Home,France,12:31:50
Michal Morigan,Male,"€31,83",americanexpress,Sports,Portugal,21:53:35
Fields Stonelake,Male,"€45,17",mastercard,Toys,France,17:09:14
Mandy Livingstone,Female,"€69,34",mastercard,Electronics,Portugal,12:21:52
Bernhard Bloxham,Male,"€61,39",mastercard,Beauty,France,11:28:10
Cyril Davidsen,Male,"€98,10",visa,Automotive,Portugal,0:02:46
Pall Luff,Male,"€83,50",americanexpress,Automotive,France,21:41:01
Fair Lyster,Male,"€9,29",visa,Music,Brazil,6:48:29
Abra Maceur,Female,"€86,93",visa,Kids,France,11:38:02
Brigid Capp,Female,"€46,78",visa,Sports,Brazil,1:20:14
Marci Baynes,Female,"€9,72",visa,Outdoors,Argentina,17:43:22
Amory Zanardii,Bigender,"€30,95",americanexpress,Tools,Portugal,12:34:18
Inness Offen,Male,"€57,03",visa,Health,Brazil,11:03:20
Mercie McFarland,Female,"€81,56",americanexpress,Games,Argentina,9:28:03
Solomon Stiell,Male,"€84,23",americanexpress,Industrial,France,18:32:02
Royal Malley,Male,"€40,41",mastercard,Baby,Brazil,16:56:40
Reidar Conroy,Male,"€64,62",visa,Automotive,Brazil,3:37:57
Aldridge Furmenger,Male,"€95,78",visa,Beauty,Portugal,2:32:00
Felicdad Willavize,Female,"€46,48",visa,Outdoors,Portugal,15:29:03
Lindy Whymark,Female,"€24,53",mastercard,Games,Argentina,3:55:06
Wallache Loxly,Male,"€3,52",visa,Baby,France,8:50:11
Dannie Farres,Male,"€49,81",visa,Kids,France,11:00:22
Linc Holtham,Male,"€10,69",americanexpress,Toys,France,22:50:05
Eldredge Kilfether,Male,"€64,57",americanexpress,Health,France,23:16:38
Selle Mac,Female,"€26,25",mastercard,Outdoors,France,14:04:07
Jilly Mowett,Agender,"€5,04",americanexpress,Shoes,France,20:10:18
Shayla Nolot,Female,"€24,04",americanexpress,Outdoors,Brazil,9:11:40
Agata Gellier,Female,"€67,70",visa,Shoes,France,10:22:16
Hailee Eckert,Female,"€78,32",visa,Kids,Brazil,12:48:39
Amandy Rosendall,Female,"€43,46",mastercard,Shoes,France,11:25:11
Murdock Rheubottom,Polygender,"€20,96",mastercard,Garden,Brazil,16:20:26
Pandora Fibbens,Female,"€44,39",mastercard,Baby,Germany,13:25:31
Grier Vallender,Female,"€0,76",americanexpress,Industrial,Brazil,23:02:44
Myrwyn Fluin,Male,"€73,91",americanexpress,Books,Portugal,2:17:39
Adara Jacobssen,Agender,"€84,95",visa,Electronics,France,16:36:01
Dougie Massimi,Male,"€57,36",americanexpress,Jewelry,Argentina,14:36:30
Antonius Cavee,Male,"€8,73",americanexpress,Computers,Spain,10:08:24
Kellie Bausor,Female,"€82,52",americanexpress,Outdoors,Portugal,22:44:15
Cecilio Punyer,Male,"€29,78",americanexpress,Electronics,Portugal,16:38:30
Elyn Do,Non-binary,"€38,43",visa,Shoes,Germany,17:01:32
Chadd Skrzynski,Male,"€28,04",americanexpress,Baby,France,4:37:46
Norris Benoix,Male,"€25,16",visa,Sports,Portugal,14:21:02
Lin Vogeller,Female,"€88,31",visa,Music,Portugal,4:13:43
Lay Rasmus,Genderqueer,"€90,61",visa,Home,Brazil,6:41:18
Noellyn Colmore,Female,"€54,74",visa,Games,Brazil,21:31:14
Bidget Argontt,Agender,"€73,56",americanexpress,Jewelry,Brazil,12:31:16
Darelle Layman,Female,"€0,57",mastercard,Automotive,Portugal,13:46:15
Kirsti O'Dogherty,Female,"€11,52",mastercard,Beauty,Brazil,17:31:55
Ranna Lynthal,Female,"€43,80",visa,Shoes,Brazil,18:26:43
Carlyn Ceaser,Female,"€73,53",americanexpress,Tools,Portugal,12:05:54
Lanny Trask,Male,"€4,76",americanexpress,Electronics,Portugal,11:20:57
Buddy Feldman,Male,"€29,05",mastercard,Garden,Argentina,21:24:20
Dov Tuiller,Male,"€82,17",visa,Electronics,Brazil,21:56:17
Thomasine Hatto,Female,"€83,14",mastercard,Garden,France,12:50:30
Caro Goodwins,Female,"€65,56",visa,Outdoors,Brazil,16:09:03
Aymer Peeter,Male,"€56,42",mastercard,Home,Brazil,7:16:10
Ephraim Greatrex,Male,"€35,31",mastercard,Toys,Portugal,9:06:05
Verile Bolens,Female,"€16,06",mastercard,Grocery,Argentina,6:51:51
Joel Rowbury,Male,"€42,27",americanexpress,Books,Brazil,12:45:34
Addy Lubman,Female,"€65,64",americanexpress,Automotive,France,9:57:33
Quintus Carlo,Male,"€88,06",visa,Baby,Argentina,2:36:39
Talyah Condy,Female,"€84,35",visa,Kids,Argentina,7:57:24
Rosamond Klimpt,Female,"€89,24",americanexpress,Kids,Spain,20:45:48
Mortie Polfer,Male,"€95,85",visa,Movies,France,5:16:53
Ada Sevior,Female,"€48,72",visa,Home,Brazil,20:27:02
Reginauld Housbey,Male,"€75,51",visa,Garden,Germany,11:51:49
Margarete Isaksson,Female,"€86,54",visa,Kids,France,8:58:18
Mead Winchcum,Female,"€94,71",mastercard,Computers,France,4:49:44
Luther St. Leger,Male,"€79,73",americanexpress,Shoes,France,14:04:30
Pierrette Andrzejak,Female,"€9,58",americanexpress,Games,France,10:50:36
Richmond Lighten,Male,"€84,95",mastercard,Grocery,France,6:41:10
Edgardo Baroc,Male,"€67,58",mastercard,Sports,Argentina,7:50:23
Jarad Shemwell,Male,"€24,70",visa,Books,Portugal,19:23:57
Marielle Duckitt,Female,"€8,35",visa,Books,Portugal,8:40:27
Nollie Anscott,Female,"€55,63",mastercard,Home,Brazil,17:34:48
Russ Aickin,Male,"€25,99",mastercard,Kids,Brazil,3:33:13
Erasmus Tolomio,Male,"€74,67",visa,Tools,France,18:23:16
Rene Aldersey,Female,"€41,02",visa,Clothing,Portugal,5:22:48
Sigismondo Rizziello,Male,"€68,80",americanexpress,Garden,Portugal,12:35:03
Devan Coomber,Female,"€29,11",visa,Computers,Brazil,22:44:17
Toma Fike,Female,"€30,34",mastercard,Automotive,France,9:16:41
Vin Gandar,Male,"€37,79",americanexpress,Games,France,17:57:55
Garrett Hatherall,Male,"€8,91",americanexpress,Beauty,Brazil,9:59:23
Trudy Vogt,Female,"€44,32",mastercard,Grocery,Argentina,4:42:44
Jorie Zanioletti,Female,"€51,78",americanexpress,Industrial,Portugal,1:17:01
Ritchie Hauxwell,Male,"€61,64",mastercard,Kids,Brazil,12:04:34
Krispin Yakobovicz,Male,"€71,31",americanexpress,Games,France,2:17:26
Zed Bruna,Genderqueer,"€9,61",mastercard,Movies,Brazil,17:27:49
Kevon Alvares,Bigender,"€47,50",americanexpress,Outdoors,France,8:39:26
Karoly Beville,Female,"€34,14",mastercard,Tools,France,5:06:06
Osmund Hurtado,Male,"€29,90",americanexpress,Music,Brazil,5:33:55
Derril Meiningen,Male,"€80,25",visa,Books,Brazil,23:10:19
Fernande Benn,Female,"€32,21",americanexpress,Computers,France,5:15:46
Gordie Livesay,Polygender,"€20,77",americanexpress,Home,Portugal,18:52:38
Roobbie Walicki,Female,"€77,61",americanexpress,Industrial,Brazil,8:28:06
Karolina Parsonage,Agender,"€36,38",visa,Toys,Brazil,11:09:42
Kessia Bilsford,Female,"€87,40",visa,Grocery,Brazil,9:43:45
Natividad Enrico,Female,"€48,18",visa,Grocery,Argentina,0:19:15
Gualterio Stallon,Male,"€61,00",americanexpress,Sports,Brazil,4:06:14
Jeremy Sember,Male,"€34,29",visa,Baby,Portugal,0:28:00
Shaun Labba,Female,"€6,97",mastercard,Toys,Brazil,7:19:59
Rosalia Snipe,Female,"€69,65",mastercard,Home,Brazil,5:51:50
Trudi Kedwell,Female,"€80,03",americanexpress,Electronics,Portugal,17:58:50
Danny Van der Beken,Male,"€99,97",visa,Shoes,Brazil,11:15:32
Brianna Rangell,Agender,"€49,19",mastercard,Home,Brazil,20:46:24
Cristine Hammerton,Polygender,"€57,15",mastercard,Tools,Portugal,11:57:49
Wesley Garces,Male,"€94,35",americanexpress,Shoes,France,12:36:06
Honey Akrigg,Genderqueer,"€40,45",mastercard,Health,Spain,11:52:56
Sibylle Pawden,Female,"€51,86",visa,Electronics,France,21:16:01
Marika Bienvenu,Female,"€31,26",visa,Music,Argentina,10:04:14
