client,gender,amount,card,retail_service,country,timestamp
Adair Kullmann,Male,"€80,62",americanexpress,Garden,Brazil,13:00:52
Talbert Plaistowe,Male,"€88,73",visa,Tools,France,12:00:41
Iona Battams,Polygender,"€7,81",visa,Jewelry,Argentina,17:11:08
Charles Shilvock,Male,"€81,19",visa,Toys,Portugal,6:51:53
Angelle Ince,Female,"€15,88",visa,Automotive,Spain,6:27:38
Gibb Hews,Male,"€62,30",visa,Kids,France,1:02:15
Chaddie Crassweller,Male,"€94,52",mastercard,Toys,Brazil,11:20:29
Scarlet De Few,Female,"€92,97",americanexpress,Clothing,France,3:16:30
Bearnard Boutell,Male,"€77,66",visa,Movies,Spain,11:32:19
Gray Kirrens,Female,"€88,36",americanexpress,Electronics,Portugal,10:52:41
Mike Copping,Male,"€27,74",americanexpress,Clothing,France,17:35:38
Cherry Pietranek,Female,"€6,71",visa,Sports,Argentina,3:12:10
Kristien Louch,Female,"€59,06",visa,Jewelry,Brazil,13:06:16
Boyd Cusiter,Male,"€85,79",mastercard,Toys,Argentina,8:39:05
Emmerich De Bernardi,Male,"€68,92",visa,Home,France,18:55:29
Whit Andrusyak,Male,"€57,28",mastercard,Home,Brazil,1:23:22
Murdoch Archibould,Male,"€18,26",visa,Grocery,Portugal,20:10:24
Lorilee Dreakin,Female,"€95,86",mastercard,Baby,France,22:01:04
Aarika Ffoulkes,Female,"€33,70",visa,Toys,Brazil,19:56:46
Bunnie Marjanski,Female,"€61,10",mastercard,Baby,Brazil,6:05:15
Annadiana Biggen,Female,"€94,34",americanexpress,Garden,Brazil,15:35:48
Vivianna Katte,Female,"€55,29",visa,Tools,Brazil,8:07:06
Calhoun Pigne,Male,"€11,32",americanexpress,Automotive,Argentina,4:28:47
Odo Ledrane,Male,"€42,52",americanexpress,Tools,France,10:15:25
Kelcy Dadd,Female,"€27,92",visa,Jewelry,Brazil,17:51:49
Lyda Tonna,Female,"€57,89",americanexpress,Garden,Brazil,7:48:33
Ellette Kasting,Female,"€89,34",visa,Sports,Brazil,21:34:09
Gaspar Tupling,Genderqueer,"€19,22",americanexpress,Automotive,Brazil,4:41:43
Patton Pernell,Male,"€99,02",mastercard,Sports,France,14:25:51
Orella Berthe,Female,"€70,85",americanexpress,Tools,Portugal,21:59:22
Kirsti Handrek,Female,"€45,11",americanexpress,Tools,Brazil,14:18:57
Terza Rozenzweig,Female,"€86,83",visa,Tools,France,3:39:22
Currie Patters,Male,"€78,68",mastercard,Garden,Argentina,6:34:22
Fergus Ragles,Male,"€63,65",mastercard,Shoes,Argentina,7:29:44
Bone Greated,Male,"€0,70",visa,Grocery,Argentina,9:03:13
Kristoffer Chinge de Hals,Male,"€48,67",mastercard,Shoes,France,2:30:44
Grissel Foux,Female,"€13,89",visa,Kids,Brazil,6:56:46
Philly Feedome,Female,"€8,99",mastercard,Computers,France,17:55:38
Candida Slimming,Female,"€2,18",mastercard,Automotive,Portugal,12:19:51
Elijah Lerego,Male,"€38,17",americanexpress,Movies,Spain,18:50:14
Darlleen Winks,Female,"€13,94",americanexpress,Industrial,France,17:19:50
Hyacinth Greensite,Polygender,"€10,63",americanexpress,Health,Portugal,23:03:32
Rudd Pamphilon,Male,"€88,25",mastercard,Toys,France,2:08:09
Dilan Tompion,Male,"€2,62",visa,Clothing,Brazil,20:34:28
Julia Teague,Female,"€73,92",visa,Health,Brazil,6:31:13
Tan Kirwin,Male,"€88,59",americanexpress,Garden,Portugal,19:18:15
Cyril Caslin,Male,"€53,44",visa,Health,Portugal,5:27:26
Timmi Swanwick,Female,"€5,95",americanexpress,Health,Brazil,14:20:50
Heath Priel,Male,"€17,00",visa,Movies,Brazil,20:52:57
Baxie Chaudret,Male,"€10,40",visa,Toys,Portugal,19:14:11
Sheilakathryn Itzkovwich,Female,"€95,39",americanexpress,Beauty,Argentina,8:11:19
Dorelia Petty,Female,"€18,70",mastercard,Health,Brazil,10:02:37
Helyn Pipkin,Female,"€96,75",visa,Beauty,Brazil,5:12:03
Lian Filchakov,Female,"€6,11",americanexpress,Movies,Brazil,15:50:26
Kimmy Abarough,Female,"€6,12",americanexpress,Beauty,France,8:00:56
Cole Neward,Male,"€8,92",mastercard,Books,Brazil,8:57:22
Boone Cuddehay,Male,"€39,94",visa,Garden,France,18:56:24
Rafaela Handrik,Female,"€69,90",americanexpress,Electronics,Portugal,9:31:43
Rosaline Itzik,Female,"€48,93",visa,Clothing,Spain,12:30:03
Zsa zsa M'Chirrie,Female,"€1,54",visa,Electronics,France,3:38:07
Gilligan Mc Queen,Agender,"€53,95",americanexpress,Toys,Portugal,16:00:28
Robb Ouslem,Male,"€41,47",visa,Health,France,17:31:42
Aloise Skerm,Female,"€33,03",visa,Beauty,Portugal,9:14:19
Camel Looker,Female,"€51,15",visa,Beauty,Argentina,4:13:19
Mallissa Haines,Genderfluid,"€29,57",visa,Outdoors,Brazil,10:03:04
Heindrick Dorey,Male,"€34,16",mastercard,Shoes,Germany,19:40:44
Berkly Shubotham,Male,"€86,49",visa,Books,Portugal,2:03:57
Christabella De'Vere - Hunt,Female,"€1,00",americanexpress,Books,Portugal,20:44:08
Drusilla Dahler,Female,"€18,76",americanexpress,Shoes,Argentina,1:15:00
Friederike Clemensen,Female,"€29,07",americanexpress,Beauty,Portugal,15:14:03
Danny Felce,Genderfluid,"€15,20",americanexpress,Kids,France,0:55:18
Osborn Trowsdall,Male,"€74,83",mastercard,Electronics,Portugal,8:32:51
Torrence Rattrie,Male,"€14,31",visa,Electronics,Brazil,13:28:55
Tabatha Badder,Female,"€89,40",visa,Outdoors,Argentina,15:47:47
Bentlee Copnar,Male,"€67,89",mastercard,Beauty,Brazil,4:03:25
Morena Greir,Female,"€20,25",americanexpress,Outdoors,Brazil,9:25:34
Addi Clohissy,Female,"€67,74",visa,Shoes,Portugal,19:09:01
Patsy Champniss,Male,"€57,72",visa,Kids,Brazil,3:04:08
Pavel Gentner,Male,"€5,86",mastercard,Garden,Brazil,14:54:41
Goober Wemm,Male,"€23,96",mastercard,Kids,Brazil,13:37:47
Jody Bartholomaus,Male,"€66,62",americanexpress,Movies,Brazil,4:38:42
Rianon Lenoir,Female,"€94,03",mastercard,Kids,France,8:52:16
Aubrey Prangle,Male,"€22,52",visa,Home,Brazil,23:54:47
Hyatt Kosiada,Male,"€59,24",americanexpress,Automotive,Brazil,8:27:49
Cahra McIlherran,Agender,"€41,89",americanexpress,Jewelry,France,22:07:21
Kalil Penburton,Male,"€38,16",mastercard,Music,Brazil,13:56:17
Dorie Saben,Male,"€22,77",americanexpress,Electronics,Portugal,19:28:06
Fidelia Maslin,Female,"€43,21",visa,Grocery,Argentina,7:51:34
Ruttger Gair,Male,"€22,56",americanexpress,Baby,France,13:06:14
Walden Rosenwald,Male,"€95,19",mastercard,Shoes,Argentina,11:24:07
Gretal Lighterness,Female,"€73,58",americanexpress,Health,Brazil,21:54:59
Beck Danis,Male,"€47,08",visa,Movies,Brazil,18:42:39
Olag Vankin,Male,"€24,81",visa,Garden,Argentina,15:51:26
Des Comben,Male,"€63,87",americanexpress,Garden,Portugal,17:32:51
Drucy Blockley,Female,"€59,51",americanexpress,Grocery,Portugal,9:29:01
Maureen Oaker,Female,"€30,47",americanexpress,Garden,Brazil,14:23:04
Alanah Beedon,Genderfluid,"€33,58",visa,Automotive,Brazil,16:14:20
Natasha Renbold,Female,"€23,65",mastercard,Grocery,Brazil,17:09:40
Sibbie Edelheid,Female,"€96,81",mastercard,Shoes,Portugal,16:41:53
Loren Fauning,Female,"€24,97",visa,Toys,France,18:59:25
Shirleen Figgs,Female,"€24,98",mastercard,Home,Brazil,13:36:32
Dallis Langmaid,Male,"€66,01",visa,Home,Portugal,9:55:47
Jules Ygou,Male,"€86,25",mastercard,Beauty,France,15:50:55
Garold Tedahl,Male,"€53,88",mastercard,Books,France,8:31:24
Consuela Perdue,Female,"€78,06",mastercard,Shoes,Brazil,1:15:10
Calley Robertot,Genderqueer,"€0,54",americanexpress,Electronics,France,17:16:36
Webster Birkhead,Male,"€94,47",americanexpress,Electronics,Brazil,8:02:01
Deena Broadbear,Bigender,"€77,60",visa,Industrial,Portugal,12:40:13
Tobiah Iiannoni,Male,"€61,67",americanexpress,Home,Portugal,6:13:26
Ronald Stonman,Polygender,"€53,91",visa,Beauty,France,22:04:51
Kendal Crepel,Male,"€20,16",mastercard,Industrial,Brazil,5:01:26
Ambrose ffrench Beytagh,Male,"€97,95",visa,Books,Brazil,9:04:27
Gery O'Sheerin,Male,"€54,29",visa,Grocery,Portugal,10:46:13
Vonny Woolforde,Female,"€99,98",mastercard,Garden,Portugal,8:51:53
Teddie Zimmermanns,Male,"€34,00",americanexpress,Electronics,Brazil,18:02:25
Murdoch Hollyar,Bigender,"€46,77",americanexpress,Home,Portugal,5:45:25
Gwendolin Bohlje,Female,"€97,11",mastercard,Toys,France,7:16:19
Jennie MacDirmid,Female,"€25,88",mastercard,Garden,Brazil,22:45:39
Faith Dancy,Genderfluid,"€98,31",visa,Jewelry,Brazil,11:36:04
Donnell Brogini,Male,"€67,60",visa,Sports,Spain,22:54:49
Mitzi Dreghorn,Female,"€77,93",visa,Garden,Spain,22:30:11
Merill Moult,Male,"€17,36",visa,Industrial,France,16:44:18
Adriana MacTerlagh,Female,"€40,32",americanexpress,Kids,France,10:06:25
Angil Ghione,Non-binary,"€42,50",visa,Baby,Brazil,18:27:42
Arlen Bines,Female,"€84,13",mastercard,Toys,Brazil,9:05:12
Owen Stanwix,Male,"€1,90",mastercard,Books,France,5:06:19
Boyce Ivanchin,Male,"€74,04",visa,Garden,Portugal,7:56:51
Ambur Swiffan,Female,"€6,31",mastercard,Movies,France,2:19:07
Terza McKinna,Female,"€11,28",americanexpress,Games,Portugal,16:15:42
Gage Stanes,Male,"€71,91",americanexpress,Toys,Portugal,9:58:12
Gabriele Sollitt,Male,"€91,29",americanexpress,Garden,Argentina,0:44:06
Jeni Crosetto,Female,"€39,16",visa,Beauty,Brazil,11:24:34
Tally Scholey,Male,"€28,78",visa,Automotive,Portugal,22:48:18
Finlay Cardew,Male,"€9,33",americanexpress,Computers,Portugal,11:01:13
Godart Lanney,Male,"€96,83",americanexpress,Home,Portugal,21:37:04
Rakel Elix,Female,"€54,71",visa,Tools,France,19:20:25
Jobey MacCaffrey,Female,"€58,47",mastercard,Garden,Brazil,4:20:04
Rowen Puddephatt,Male,"€1,37",mastercard,Home,Portugal,18:58:40
Patrica Hawtin,Female,"€90,35",mastercard,Industrial,Portugal,20:22:59
Mortie Flexman,Male,"€70,67",mastercard,Electronics,Argentina,19:54:08
Terrel Clowser,Male,"€80,31",mastercard,Electronics,Brazil,17:36:19
Niel Scholes,Genderfluid,"€17,25",americanexpress,Baby,France,9:59:08
Wallace Benda,Male,"€17,60",americanexpress,Health,Portugal,11:17:52
Donnell Hopkyns,Male,"€89,79",americanexpress,Garden,Portugal,15:34:00
Beverley Le Sieur,Female,"€90,61",americanexpress,Garden,Portugal,8:30:12
William Mantle,Male,"€59,04",mastercard,Baby,Brazil,15:42:20
Guss Klimecki,Male,"€59,12",visa,Kids,France,20:40:07
Andrea Danton,Female,"€75,85",americanexpress,Books,Argentina,3:23:30
Elijah Lurriman,Male,"€95,54",americanexpress,Outdoors,Portugal,10:17:58
Alfie Stokes,Female,"€35,57",visa,Clothing,France,0:58:29
Ellary Breitler,Male,"€36,25",mastercard,Music,Brazil,11:45:27
Lindsay Lux,Male,"€6,24",visa,Clothing,Portugal,21:17:19
Stavro Sherel,Male,"€55,88",americanexpress,Shoes,France,20:23:41
Giovanni Beaney,Male,"€54,70",americanexpress,Garden,France,18:09:58
Clarinda Thomasen,Female,"€0,99",visa,Beauty,Portugal,19:57:55
Marty Everix,Female,"€10,03",mastercard,Books,Portugal,23:05:37
Blondell Bangs,Female,"€44,26",americanexpress,Games,Argentina,0:58:37
Noell Rumbelow,Agender,"€21,67",mastercard,Baby,Brazil,16:28:51
Cara O' Mullane,Female,"€67,25",americanexpress,Health,Portugal,20:53:54
Micheil Ghiotto,Male,"€21,36",visa,Music,France,5:14:05
Adi Cohan,Female,"€87,35",americanexpress,Games,Portugal,13:08:11
Nevin Carrell,Male,"€12,06",americanexpress,Health,Brazil,0:10:43
Merilyn Gleave,Female,"€18,80",americanexpress,Home,Brazil,17:47:46
Sheila Peplay,Female,"€69,25",visa,Baby,Portugal,20:10:36
Urson Greening,Male,"€40,75",visa,Outdoors,Brazil,20:21:23
Reba Oneil,Female,"€36,84",visa,Home,France,15:47:29
Harwell Trinder,Male,"€25,64",visa,Shoes,Portugal,5:10:12
Rochette Gillbard,Female,"€86,04",visa,Electronics,Portugal,1:37:44
Lawrence Geeves,Non-binary,"€78,97",americanexpress,Beauty,France,11:16:05
Gail Beevens,Male,"€33,96",mastercard,Beauty,Argentina,15:33:49
Dimitri Wozencraft,Male,"€87,51",mastercard,Garden,Argentina,12:43:27
Gianna Wrightem,Female,"€61,41",mastercard,Outdoors,France,10:22:22
Lemuel Ends,Male,"€60,89",visa,Electronics,Portugal,1:31:59
Lilllie Yoseloff,Female,"€74,37",americanexpress,Health,Portugal,5:35:48
Mayer Torn,Polygender,"€61,48",americanexpress,Tools,Argentina,22:40:15
Angus Caseri,Male,"€62,89",americanexpress,Beauty,France,21:21:18
Ginny Cuddihy,Female,"€40,37",americanexpress,Beauty,France,16:52:50
Gar Rispine,Male,"€72,49",mastercard,Computers,Brazil,10:12:07
Anne Cluley,Female,"€50,39",americanexpress,Grocery,Portugal,21:36:43
Hugues Edmett,Male,"€93,71",americanexpress,Electronics,France,3:13:10
Thorin Chadwick,Male,"€80,58",americanexpress,Home,Brazil,8:04:30
Law Stables,Male,"€6,43",mastercard,Sports,Portugal,2:59:59
Dulcine Bigly,Female,"€48,33",mastercard,Shoes,Germany,3:36:29
Veronique Tal,Female,"€32,45",visa,Jewelry,Portugal,0:45:47
Shara Mosco,Female,"€79,63",mastercard,Garden,Brazil,3:28:34
Karlens Press,Male,"€6,07",americanexpress,Tools,Portugal,15:07:16
Tuck Caberas,Male,"€47,30",americanexpress,Jewelry,Portugal,15:13:46
Valli Verny,Female,"€85,06",visa,Books,Brazil,13:52:01
Dill Jagoe,Male,"€28,05",mastercard,Sports,Brazil,17:18:33
Ryley Aiken,Male,"€10,62",mastercard,Baby,Brazil,16:44:56
Jenna Snoddy,Female,"€35,39",americanexpress,Movies,Spain,17:29:07
Omero Rimer,Male,"€6,60",mastercard,Toys,Portugal,5:39:53
Gayla Coy,Female,"€39,95",mastercard,Books,Argentina,6:32:23
Zebulen Tayspell,Male,"€16,28",visa,Automotive,Brazil,12:30:19
Jerrine Neilly,Female,"€8,18",visa,Baby,Brazil,14:32:38
Phedra Cullin,Female,"€4,55",mastercard,Outdoors,France,7:23:14
Oren Camier,Male,"€10,27",visa,Clothing,Brazil,3:27:28
Angele Tribell,Female,"€54,53",mastercard,Sports,Brazil,15:09:06
Alvy Fuzzens,Male,"€60,37",visa,Beauty,France,23:12:33
Lothaire Gajownik,Male,"€49,17",visa,Grocery,France,11:51:43
Spenser Brauns,Male,"€82,78",visa,Sports,Portugal,7:51:35
Noble Myton,Male,"€86,93",mastercard,Outdoors,Brazil,18:39:47
Vere Provest,Genderfluid,"€71,05",americanexpress,Baby,Portugal,5:45:29
Jourdain Flecknoe,Male,"€61,94",visa,Clothing,Brazil,19:37:51
Valaria Cullivan,Female,"€76,19",americanexpress,Beauty,Brazil,4:26:16
Curran Cuss,Male,"€70,42",americanexpress,Grocery,Argentina,1:20:18
Casey Atwel,Male,"€27,80",americanexpress,Sports,Brazil,19:26:22
Tyson Dykins,Male,"€15,89",americanexpress,Games,Brazil,12:59:28
Diandra Titcom,Female,"€76,20",visa,Movies,Argentina,20:34:43
Deirdre Grubey,Female,"€15,76",visa,Outdoors,Brazil,1:40:26
Jude Pawlett,Male,"€18,90",visa,Industrial,Germany,4:29:37
Conn Salliss,Male,"€41,75",americanexpress,Tools,Brazil,2:54:45
Ax Dysart,Male,"€55,84",mastercard,Beauty,Portugal,7:58:03
Libby Bygott,Female,"€7,47",visa,Movies,Portugal,19:28:00
Shaughn Andreone,Male,"€60,26",americanexpress,Beauty,France,22:23:19
Lemmie Sprules,Male,"€62,21",americanexpress,Automotive,France,21:59:00
Esther Burgh,Female,"€99,51",americanexpress,Beauty,France,4:37:33
Torin Halwood,Male,"€48,59",americanexpress,Music,Brazil,3:53:25
Malachi Dikle,Male,"€86,74",americanexpress,Industrial,Portugal,4:39:24
Evered Novichenko,Male,"€92,64",americanexpress,Industrial,Brazil,4:30:20
Gabe Rabl,Male,"€48,89",visa,Music,Brazil,7:27:49
Justino Darbishire,Male,"€83,26",americanexpress,Games,France,14:45:37
Gay Ezzle,Female,"€98,50",visa,Books,Portugal,13:22:23
Thia Beningfield,Female,"€67,19",mastercard,Music,Spain,11:17:39
Bevvy Remmer,Female,"€68,33",mastercard,Home,France,23:28:00
Eddie Runacres,Male,"€87,33",mastercard,Home,Brazil,9:17:53
Fairfax Lawly,Male,"€77,98",visa,Automotive,France,18:38:52
Francis Sapey,Male,"€98,73",mastercard,Industrial,France,9:38:55
Darby Power,Male,"€4,44",americanexpress,Home,Argentina,5:31:39
Kristo Colquete,Male,"€4,97",visa,Shoes,Portugal,14:28:55
Giuditta Smieton,Female,"€65,80",mastercard,Beauty,Argentina,8:15:39
Catharina Livesay,Female,"€47,23",visa,Movies,Spain,8:10:43
Kora Storrah,Female,"€53,68",visa,Music,France,3:01:14
Brana Rings,Female,"€63,03",visa,Music,Brazil,6:42:44
Ester Toffler,Female,"€91,14",americanexpress,Automotive,Brazil,0:50:15
Kendell Scripps,Male,"€27,28",mastercard,Clothing,France,23:03:48
Trever Teers,Male,"€23,41",mastercard,Home,France,5:29:16
Marris Negro,Female,"€54,91",mastercard,Music,Argentina,17:44:35
Georg Andrasch,Male,"€67,18",americanexpress,Jewelry,France,6:14:00
Joaquin O'Connolly,Male,"€77,47",americanexpress,Electronics,France,12:53:05
Abe Hattigan,Male,"€52,87",visa,Home,France,2:57:24
Carolyne Wilde,Female,"€83,08",americanexpress,Movies,France,14:56:48
Jarrid Humble,Male,"€28,22",mastercard,Home,Argentina,2:04:24
Donall Lindores,Male,"€65,30",mastercard,Books,Argentina,5:58:12
Erich Trunby,Male,"€19,17",visa,Toys,Argentina,2:45:07
Jemimah Lawrenceson,Female,"€23,04",mastercard,Beauty,France,18:18:48
Zia Scarborough,Female,"€52,74",americanexpress,Tools,France,4:37:51
Valli Zorer,Female,"€44,80",americanexpress,Garden,Argentina,13:32:04
Byrann Jayume,Male,"€85,07",americanexpress,Kids,Brazil,18:59:53
Lucio Kubicka,Male,"€73,14",mastercard,Games,Brazil,4:05:02
Hewie Hollidge,Male,"€2,66",mastercard,Grocery,Brazil,8:26:39
Hodge Earwaker,Male,"€48,16",americanexpress,Automotive,France,0:42:52
Joel Sobieski,Non-binary,"€89,61",mastercard,Toys,Brazil,3:58:41
Ricky Lope,Female,"€40,69",americanexpress,Health,Argentina,4:41:52
Aaron Hufton,Male,"€5,95",mastercard,Garden,Argentina,16:43:06
Darryl Hebner,Male,"€89,05",americanexpress,Garden,France,7:02:04
Griffith Kane,Male,"€14,68",mastercard,Books,Brazil,10:20:13
Betteann VanBrugh,Female,"€89,47",visa,Grocery,Brazil,18:06:52
Marcellus Greed,Male,"€87,77",visa,Books,Portugal,23:07:34
Lin Alejo,Female,"€58,16",visa,Grocery,Spain,12:30:16
Alie Strutley,Female,"€84,70",visa,Kids,France,8:11:20
Nathalie Stoneham,Female,"€44,01",americanexpress,Grocery,Portugal,2:54:00
Arnuad Nye,Male,"€69,43",mastercard,Health,Brazil,20:53:06
Neils Currell,Male,"€22,66",americanexpress,Beauty,Portugal,18:34:01
Jo Griffin,Male,"€65,05",mastercard,Jewelry,France,4:34:30
Herbert Sloley,Male,"€66,34",visa,Outdoors,Portugal,15:40:46
Jackquelin Bukac,Female,"€54,13",visa,Shoes,Brazil,14:13:16
Wernher Elloy,Male,"€40,25",americanexpress,Jewelry,Portugal,11:42:43
Woodie Hall,Male,"€88,88",mastercard,Health,Portugal,19:59:35
Killie Josowitz,Male,"€43,86",visa,Automotive,France,21:20:54
Jaynell Sharer,Female,"€1,39",americanexpress,Kids,Brazil,4:47:32
Teddy Clifft,Male,"€92,77",visa,Electronics,France,18:54:29
Arin Hoyt,Male,"€6,77",mastercard,Shoes,Portugal,17:27:02
Glad Shelborne,Female,"€33,99",visa,Movies,France,0:06:34
Davide Fawdery,Male,"€97,29",mastercard,Beauty,France,1:37:27
Cobb Fish,Male,"€84,95",americanexpress,Shoes,Argentina,16:46:06
Kev Sandwith,Male,"€58,95",visa,Movies,Portugal,14:48:52
Dorolisa Dillet,Genderfluid,"€39,27",mastercard,Movies,Brazil,21:31:41
Hadleigh Fullick,Male,"€95,61",americanexpress,Electronics,Argentina,9:42:38
Dixie Ceaser,Female,"€37,63",americanexpress,Kids,Brazil,0:54:31
Trevor Tumioto,Male,"€31,30",mastercard,Outdoors,Portugal,7:10:22
Ware Thorius,Male,"€41,27",americanexpress,Health,Portugal,5:30:17
Virgie Ames,Female,"€63,40",americanexpress,Electronics,Brazil,5:17:10
Kippar Brewer,Male,"€10,59",visa,Shoes,Argentina,4:31:41
Bayard Dmytryk,Male,"€70,50",americanexpress,Toys,Argentina,11:44:46
Ethan Puve,Male,"€93,88",mastercard,Toys,Portugal,12:14:32
Finley Halfacree,Male,"€22,86",mastercard,Kids,France,12:33:06
Silvan Bottelstone,Male,"€23,21",visa,Health,France,1:18:36
Gibby Wudeland,Male,"€38,13",mastercard,Baby,France,4:40:27
Thaddeus Sharnock,Male,"€50,62",mastercard,Shoes,Portugal,14:13:46
Helga Mannix,Female,"€78,72",mastercard,Garden,Portugal,19:48:54
Dorri Collum,Female,"€12,57",americanexpress,Health,Brazil,15:59:53
Isabelle Mayward,Female,"€23,80",americanexpress,Grocery,Portugal,16:20:56
Gallagher Bassick,Male,"€31,70",americanexpress,Health,Brazil,2:25:57
Job Liston,Male,"€11,45",americanexpress,Movies,Portugal,19:20:41
Drud Paddemore,Male,"€35,60",mastercard,Industrial,Portugal,9:48:52
Skyler Dunkinson,Male,"€84,80",americanexpress,Baby,France,6:41:58
Zacharia Lush,Male,"€61,41",mastercard,Music,France,1:19:02
Brier Wallbrook,Female,"€64,51",americanexpress,Jewelry,Portugal,9:52:25
Gram McFaell,Male,"€9,29",mastercard,Kids,Brazil,10:37:57
Josselyn Marquet,Female,"€80,92",visa,Jewelry,Argentina,8:13:10
Matthieu McAusland,Male,"€58,22",mastercard,Movies,Brazil,6:25:52
Saundra Rosenstein,Female,"€73,98",mastercard,Outdoors,France,20:28:24
Lishe Paunsford,Female,"€83,80",mastercard,Books,Brazil,10:53:06
Dev Ruseworth,Male,"€23,07",visa,Books,Brazil,9:00:32
Delano Paulazzi,Male,"€89,75",americanexpress,Electronics,France,7:25:54
Christopher Eyes,Male,"€86,65",visa,Jewelry,Portugal,7:14:54
Nettie Butting,Genderqueer,"€1,75",americanexpress,Jewelry,Portugal,5:31:39
Wes Halladey,Male,"€62,35",visa,Beauty,Portugal,1:21:19
Bernelle Giamelli,Female,"€52,85",visa,Sports,Brazil,18:51:29
Georgy Cuell,Male,"€61,50",americanexpress,Automotive,France,9:57:30
Prissie Boneham,Female,"€98,53",visa,Home,France,15:42:21
Euell Clethro,Genderfluid,"€7,10",mastercard,Grocery,Brazil,10:58:44
Durand Fishly,Male,"€3,42",visa,Kids,Brazil,2:10:11
Louis Blankau,Male,"€38,63",visa,Garden,Portugal,11:17:23
Roshelle Pagett,Female,"€16,29",mastercard,Toys,Argentina,23:37:25
Cherye Farahar,Female,"€7,31",americanexpress,Home,Brazil,4:54:37
Simeon Hubble,Male,"€13,35",visa,Clothing,France,12:23:56
Kaspar McTeer,Male,"€4,53",mastercard,Computers,Brazil,10:05:54
Hasheem McGookin,Male,"€66,26",mastercard,Games,Brazil,4:46:54
Rochester Josey,Male,"€69,45",mastercard,Computers,France,19:27:38
Sephira Charville,Female,"€18,12",americanexpress,Shoes,France,9:21:50
Teirtza Plewright,Female,"€40,57",americanexpress,Beauty,Brazil,0:29:39
Kristian Boddam,Male,"€89,43",mastercard,Baby,Brazil,18:33:15
Roley Walrond,Male,"€22,28",americanexpress,Tools,Portugal,13:03:05
Lyn Tolumello,Bigender,"€61,90",americanexpress,Games,France,5:55:27
Ruby Kondrat,Male,"€6,82",americanexpress,Baby,France,19:59:59
Annice Wolfart,Female,"€40,35",visa,Outdoors,Brazil,7:45:07
