client,gender,amount,card,retail_service,country,timestamp
Redford Fortman,Male,"€91,85",americanexpress,Baby,Brazil,17:23:12
Amandi Blunsen,Non-binary,"€25,74",visa,Toys,France,16:43:10
Danna Whitwell,Female,"€91,26",mastercard,Games,Portugal,16:38:09
Stella MacCurtain,Female,"€32,60",mastercard,Electronics,France,16:30:01
Diann Dupree,Female,"€42,17",americanexpress,Movies,Portugal,12:18:17
Carmelia Beverstock,Female,"€35,39",mastercard,Music,Brazil,7:54:22
Jemimah Burges,Female,"€56,12",americanexpress,Music,Portugal,9:29:07
Emerson Boatright,Male,"€60,65",visa,Outdoors,France,23:34:31
Antonia Hounihan,Female,"€55,03",americanexpress,Industrial,Brazil,19:49:00
Rolando Tomasik,Male,"€44,23",americanexpress,Outdoors,Brazil,23:03:37
Jerri Scare,Genderfluid,"€6,98",americanexpress,Clothing,Brazil,23:37:47
Carleton Stickney,Male,"€10,86",visa,Computers,France,14:57:07
Ranna Ashbey,Female,"€74,87",mastercard,Toys,Argentina,0:24:47
Alphonso Ayliffe,Male,"€49,75",americanexpress,Electronics,Argentina,17:34:04
Paquito Illingsworth,Male,"€45,83",visa,Shoes,Portugal,3:38:52
Perle Janczyk,Female,"€87,24",americanexpress,Home,Portugal,18:49:07
Oralla Greenset,Female,"€71,79",mastercard,Electronics,Portugal,12:29:22
Marquita Luxford,Female,"€67,12",visa,Jewelry,France,12:06:01
Heda Kentish,Female,"€8,23",mastercard,Toys,Argentina,7:34:26
Ennis Bartolomeoni,Male,"€90,41",americanexpress,Jewelry,Portugal,10:03:44
Roselin Sandeford,Female,"€72,77",visa,Games,Spain,18:31:49
Tirrell Marder,Male,"€24,81",americanexpress,Baby,Brazil,5:27:55
Torr Savatier,Male,"€57,16",americanexpress,Books,Brazil,12:05:19
Rem Woolfall,Male,"€59,23",visa,Garden,Argentina,11:47:06
Nathanael Stewartson,Male,"€17,42",americanexpress,Sports,Brazil,23:10:05
Normy Freeborne,Male,"€33,66",mastercard,Sports,Brazil,0:13:24
Brooke Stidson,Male,"€78,04",americanexpress,Baby,Brazil,5:03:42
Dur Standbrooke,Male,"€29,27",visa,Toys,Brazil,17:22:27
Babs Tubb,Female,"€52,69",mastercard,Jewelry,Argentina,13:21:43
Tyrone Quinnet,Male,"€51,97",mastercard,Home,Germany,18:05:35
Jacqueline Colpus,Female,"€76,93",americanexpress,Outdoors,Argentina,3:27:44
Paulita Woodburne,Female,"€93,06",visa,Outdoors,France,11:51:29
Gretna Liebermann,Female,"€16,33",americanexpress,Music,Brazil,7:44:25
Crista Kolushev,Genderqueer,"€79,75",mastercard,Baby,Portugal,1:13:55
Lauralee Fishbie,Polygender,"€18,48",americanexpress,Beauty,Argentina,13:06:32
Riobard Gerrit,Male,"€10,31",americanexpress,Shoes,Brazil,0:42:10
Fields Knighton,Male,"€26,57",visa,Music,France,10:20:37
Gard Hatherley,Male,"€71,83",americanexpress,Clothing,France,13:41:05
Rickard Gaitley,Male,"€24,30",americanexpress,Toys,Brazil,10:39:05
Reta Josebury,Female,"€38,21",visa,Outdoors,Spain,19:04:39
Kimberlyn Shakespear,Female,"€58,36",americanexpress,Movies,Spain,15:44:52
Bethina Burress,Female,"€17,85",visa,Home,Portugal,1:27:09
Randal Binley,Male,"€71,38",visa,Baby,Argentina,23:29:37
Lyman Forsyth,Male,"€99,44",mastercard,Grocery,France,2:35:39
Ewen Nowakowski,Male,"€65,54",mastercard,Shoes,Portugal,18:32:28
Edgard Latore,Male,"€21,18",americanexpress,Books,Brazil,0:32:54
Pammi Hampson,Female,"€55,27",americanexpress,Jewelry,Portugal,0:51:20
Sancho Dalmon,Male,"€84,22",visa,Outdoors,France,15:11:31
Bennett MacQuarrie,Male,"€89,58",mastercard,Kids,Portugal,2:43:27
Corrie Gurr,Female,"€41,49",mastercard,Garden,France,15:16:42
Lia Beaglehole,Female,"€34,45",mastercard,Games,Brazil,5:04:12
Penny Falla,Male,"€29,73",mastercard,Kids,France,18:11:52
Loise Addams,Female,"€99,42",visa,Baby,France,23:23:55
Rolph Milier,Male,"€61,54",americanexpress,Industrial,France,3:42:01
Ozzie Gibbeson,Male,"€96,31",visa,Grocery,France,6:39:38
Carling Ledekker,Male,"€76,34",visa,Games,France,14:50:45
Blake Tremoille,Male,"€78,47",visa,Home,Spain,6:14:02
Yorker Nodes,Male,"€5,52",visa,Jewelry,Germany,22:12:36
Dorey Pavlata,Male,"€73,89",americanexpress,Clothing,Brazil,7:57:26
Enriqueta Spadaro,Female,"€54,75",mastercard,Clothing,Brazil,6:46:30
Tyler Ewers,Male,"€92,10",americanexpress,Garden,Brazil,15:52:54
Melisandra Ickov,Female,"€15,44",mastercard,Music,Germany,4:30:06
Christoph Orton,Male,"€79,33",mastercard,Shoes,France,6:36:46
Gloria Worsell,Female,"€87,19",americanexpress,Games,Brazil,10:34:35
Laurence Ygoe,Male,"€50,89",mastercard,Books,Brazil,13:44:27
Cindee Wilcinskis,Female,"€80,60",americanexpress,Jewelry,Portugal,18:18:57
Janella McLeese,Female,"€25,39",americanexpress,Computers,Argentina,16:23:54
Juliana Tee,Female,"€82,61",mastercard,Clothing,Portugal,15:25:21
Garreth Ropp,Male,"€28,23",mastercard,Movies,France,19:12:22
Millie Cortin,Female,"€51,85",mastercard,Tools,France,21:23:14
Magdalen McElvogue,Female,"€54,47",visa,Music,France,5:12:45
Chilton Gimson,Bigender,"€5,94",americanexpress,Beauty,France,3:55:41
Colleen Djurevic,Genderfluid,"€69,16",mastercard,Grocery,Portugal,23:52:06
Abigail Marzele,Female,"€6,74",americanexpress,Books,Brazil,21:01:11
Melisande Mullarkey,Female,"€89,26",visa,Health,Brazil,2:51:41
Antonetta Selwood,Female,"€1,86",mastercard,Shoes,Portugal,12:48:55
Merrel Robins,Male,"€84,81",americanexpress,Books,Brazil,23:56:15
Marnia Bluck,Female,"€93,65",americanexpress,Kids,Brazil,19:43:30
Ingemar Pring,Male,"€73,19",americanexpress,Kids,Brazil,6:08:01
Dionis Sallinger,Female,"€90,03",mastercard,Grocery,France,0:39:21
Thorvald Denyer,Male,"€21,70",americanexpress,Jewelry,Brazil,3:30:51
Mendy Rilton,Male,"€93,27",visa,Toys,Argentina,1:28:01
Tiphani Heaselgrave,Bigender,"€1,81",mastercard,Home,France,23:37:38
Dotty Claussen,Female,"€84,42",visa,Industrial,France,8:06:59
Delora Verrall,Female,"€91,35",visa,Outdoors,Brazil,12:15:59
Enrichetta Zanetello,Female,"€54,59",americanexpress,Automotive,Brazil,9:59:47
Sofia Cutts,Female,"€56,45",visa,Books,Portugal,13:28:46
Percy Coton,Male,"€21,22",americanexpress,Games,Portugal,13:18:00
Efren Peart,Male,"€82,16",americanexpress,Home,Argentina,15:34:44
Genovera Dewis,Female,"€42,90",americanexpress,Kids,France,15:31:32
Sid Brazil,Male,"€84,90",visa,Clothing,France,11:12:25
Sherri Hitchens,Female,"€7,67",mastercard,Sports,Brazil,7:01:18
Chico Bricksey,Male,"€92,02",americanexpress,Kids,Portugal,17:07:36
Terri Nicholl,Male,"€47,59",visa,Games,France,11:06:28
Roselia Nazareth,Female,"€10,05",americanexpress,Sports,Spain,12:49:07
Caroline Fallanche,Female,"€80,81",americanexpress,Industrial,Brazil,19:24:10
Ruy Tellesson,Non-binary,"€32,04",mastercard,Electronics,Portugal,7:46:43
Aristotle Shoebotham,Male,"€97,26",mastercard,Sports,Portugal,1:37:28
Dniren Gresty,Female,"€84,63",visa,Clothing,Brazil,20:49:24
Falito Yve,Genderqueer,"€74,89",visa,Shoes,Portugal,16:56:35
Catherina Ganders,Female,"€30,91",mastercard,Home,Brazil,6:29:15
Maisie Stilwell,Female,"€99,02",americanexpress,Toys,Brazil,13:07:17
Keir Cannavan,Male,"€27,05",americanexpress,Garden,Argentina,14:11:45
Bank Duffyn,Male,"€18,33",americanexpress,Kids,France,10:00:13
Merwin Filipchikov,Male,"€41,48",americanexpress,Industrial,Brazil,20:07:12
Mechelle Dwane,Female,"€15,38",americanexpress,Home,Brazil,0:14:40
Reginald Whitham,Male,"€93,56",visa,Beauty,Argentina,23:01:55
Laurena Delamar,Female,"€19,64",americanexpress,Automotive,Brazil,3:43:22
Ritchie Prichet,Male,"€21,03",americanexpress,Kids,Argentina,2:23:03
Sophey Minnette,Female,"€59,49",americanexpress,Outdoors,Germany,11:25:03
Thedrick Swate,Male,"€85,91",americanexpress,Garden,Brazil,14:03:46
Iago Cherry,Male,"€97,94",visa,Beauty,France,17:57:41
Wrennie Birtwell,Female,"€49,03",visa,Kids,Portugal,2:14:17
Drugi Scoterbosh,Male,"€63,82",visa,Electronics,France,7:59:37
Erena Ferrar,Female,"€75,09",mastercard,Tools,France,6:19:33
Hasheem Dessaur,Male,"€12,15",visa,Industrial,Brazil,11:18:03
Kelsy Zavattieri,Female,"€38,63",visa,Beauty,Argentina,20:27:15
Ardis Heimann,Female,"€21,74",visa,Sports,Brazil,1:56:52
Judas Ballantine,Male,"€69,86",americanexpress,Garden,France,6:53:45
Russell Mee,Male,"€79,85",mastercard,Electronics,France,4:22:49
Rickie Woodcroft,Male,"€0,93",americanexpress,Outdoors,Portugal,21:51:44
Debra Sambals,Polygender,"€41,39",visa,Beauty,Portugal,23:12:03
Salomo Gilgryst,Male,"€17,19",mastercard,Toys,France,11:14:55
Fidelio Scorah,Male,"€12,87",mastercard,Automotive,Brazil,22:08:56
Chickie Longbothom,Genderqueer,"€52,96",mastercard,Tools,Brazil,13:01:06
Cully Cloy,Male,"€19,35",americanexpress,Outdoors,Brazil,20:57:49
Corie Chisnell,Female,"€61,33",mastercard,Music,France,2:31:44
Zita Stubley,Female,"€16,64",mastercard,Music,Argentina,4:36:14
Cathe Okell,Female,"€69,34",visa,Baby,Brazil,12:31:21
Simonne Matuszyk,Female,"€39,59",visa,Kids,France,21:23:20
Tomas Childes,Male,"€81,35",americanexpress,Automotive,France,2:52:58
Angelique Wilcockes,Female,"€77,21",visa,Health,Brazil,1:19:38
Melodee Costen,Female,"€39,16",visa,Shoes,Brazil,15:41:36
Maribeth Marson,Female,"€11,39",americanexpress,Grocery,Portugal,19:37:55
Leland Blown,Female,"€75,95",mastercard,Jewelry,Brazil,4:34:26
Lorianna Gavagan,Female,"€71,50",mastercard,Kids,Brazil,4:01:54
Judah Aleshkov,Male,"€94,14",mastercard,Baby,Portugal,3:16:43
Frederigo MacNamara,Male,"€38,27",americanexpress,Books,Argentina,21:58:42
Evita Showt,Female,"€56,33",mastercard,Kids,Argentina,17:00:10
Margalit Fairbeard,Female,"€9,83",mastercard,Grocery,Portugal,9:53:32
Andromache Lufkin,Female,"€7,60",americanexpress,Outdoors,France,13:55:16
Aida Hulse,Female,"€50,18",visa,Outdoors,Argentina,13:57:36
Valentina Armatidge,Female,"€57,99",mastercard,Shoes,Portugal,20:45:11
Rowena Kamenar,Female,"€22,92",visa,Beauty,Brazil,0:19:51
Jacob Wallsam,Male,"€30,48",mastercard,Games,Brazil,6:13:21
Lorens Skeete,Male,"€44,09",americanexpress,Games,France,10:44:16
Obadiah Giannoni,Male,"€71,72",mastercard,Health,Portugal,20:14:41
Filberto Scroxton,Male,"€32,87",mastercard,Automotive,Brazil,14:39:57
Lucais Moreman,Male,"€29,70",americanexpress,Jewelry,Portugal,1:28:59
Kathryne Champken,Polygender,"€56,20",visa,Baby,Portugal,17:07:55
Dorian Tidbald,Female,"€73,16",americanexpress,Shoes,Brazil,13:49:10
Thadeus Jersch,Male,"€85,75",visa,Kids,Germany,11:47:33
Richmound Popelay,Male,"€64,52",americanexpress,Kids,France,18:23:43
Winonah Joust,Female,"€16,31",mastercard,Toys,Brazil,4:31:05
Danette Battell,Female,"€83,37",americanexpress,Sports,Portugal,19:37:19
Taryn Bushen,Female,"€69,54",americanexpress,Movies,Portugal,16:20:08
Clement MacConnulty,Male,"€11,30",americanexpress,Grocery,France,20:58:21
Maegan Humberstone,Female,"€58,68",americanexpress,Industrial,Brazil,18:35:57
Bernhard Treffry,Male,"€41,47",americanexpress,Computers,France,7:09:20
Diarmid Bateson,Male,"€21,79",americanexpress,Beauty,France,19:47:50
Odessa Bartali,Genderqueer,"€70,92",visa,Computers,France,7:15:14
Iggie Piens,Male,"€41,43",visa,Electronics,Portugal,23:31:22
Powell Scholler,Male,"€36,99",mastercard,Sports,Brazil,3:56:07
Brandyn Semble,Male,"€11,89",americanexpress,Baby,Brazil,11:17:52
Matthieu Manz,Male,"€10,79",americanexpress,Kids,Brazil,19:24:55
Cesar Grills,Male,"€6,18",americanexpress,Movies,Portugal,21:19:22
Bronson Van den Bosch,Non-binary,"€55,83",mastercard,Grocery,Brazil,1:00:31
Myrtle Jochanany,Female,"€89,20",visa,Outdoors,Brazil,2:22:33
Rex Scarff,Male,"€55,12",americanexpress,Books,Brazil,1:18:24
Alisander Bawdon,Bigender,"€74,97",visa,Automotive,Argentina,3:23:59
Issie Rosenboim,Female,"€73,94",americanexpress,Garden,Portugal,3:51:59
Robbert Tumini,Male,"€23,84",mastercard,Clothing,Brazil,21:04:51
Kimberlyn Dolby,Female,"€60,49",mastercard,Outdoors,Portugal,4:37:01
Keven Andric,Male,"€22,79",visa,Sports,Brazil,18:57:04
Zolly Sign,Male,"€73,97",mastercard,Garden,Brazil,9:09:03
Silvanus Gruszecki,Male,"€56,14",americanexpress,Kids,France,1:48:24
Nicolina Swires,Female,"€51,34",visa,Toys,France,10:14:49
Blinny Tucknott,Female,"€10,23",visa,Toys,Brazil,6:38:28
Lila Merioth,Female,"€5,83",mastercard,Beauty,Brazil,23:18:09
Kit Dewett,Male,"€3,96",mastercard,Clothing,Portugal,2:09:29
Gerhard Orris,Male,"€56,07",visa,Computers,France,23:33:50
Dill Liebmann,Male,"€12,55",visa,Beauty,Brazil,6:24:01
Michael Ausher,Bigender,"€16,32",visa,Health,France,16:41:36
Danna Gonzalvo,Polygender,"€30,86",visa,Automotive,France,21:37:03
Marcos Seeley,Male,"€94,52",americanexpress,Clothing,Portugal,23:38:38
Panchito Gillimgham,Polygender,"€69,24",americanexpress,Health,France,12:47:31
Paula Cleverley,Non-binary,"€57,75",americanexpress,Kids,Argentina,21:10:33
Mellisent Cabel,Female,"€32,28",americanexpress,Electronics,Germany,22:25:44
Guendolen Goalley,Female,"€98,77",americanexpress,Jewelry,France,0:40:43
Sile Tolomei,Female,"€37,35",americanexpress,Industrial,Portugal,1:17:59
Stephana Petegree,Female,"€59,51",americanexpress,Books,Brazil,4:59:11
Fedora Antonovic,Female,"€57,90",visa,Beauty,Argentina,10:05:19
Brock Peasegod,Male,"€30,48",visa,Movies,France,21:21:17
Deni Biever,Female,"€60,71",mastercard,Games,Portugal,0:31:27
Gavan Harefoot,Male,"€66,18",mastercard,Music,Argentina,15:06:38
Aidan Gladdor,Female,"€47,32",americanexpress,Home,Brazil,12:32:59
Maximilien Petzold,Male,"€63,63",americanexpress,Kids,Argentina,20:07:34
Shana Gosden,Female,"€51,47",mastercard,Sports,France,19:01:22
Grazia Belford,Genderfluid,"€40,91",mastercard,Toys,Brazil,19:36:32
Blancha Aujean,Female,"€68,43",americanexpress,Clothing,Brazil,8:19:38
Lauralee MacDavitt,Female,"€55,94",visa,Movies,France,6:27:32
Garret Brant,Genderqueer,"€4,99",mastercard,Outdoors,Brazil,20:11:20
Eadmund Collingridge,Male,"€38,70",mastercard,Tools,Argentina,8:38:15
Lexine Samworth,Female,"€26,37",americanexpress,Movies,Portugal,16:14:49
Angele Pepis,Female,"€53,25",mastercard,Clothing,France,11:13:49
Krista Dockree,Female,"€65,64",mastercard,Automotive,Brazil,4:33:53
Megen Matijevic,Female,"€43,75",americanexpress,Games,Portugal,10:28:31
Salem Mowett,Male,"€35,98",visa,Beauty,Portugal,18:23:28
Isis Gilson,Female,"€55,41",americanexpress,Grocery,Portugal,5:31:53
Nanine Germann,Female,"€89,40",visa,Baby,Brazil,6:39:36
Kaycee Spaule,Female,"€92,48",americanexpress,Electronics,Brazil,20:20:49
Barbabra Reidshaw,Female,"€76,06",visa,Health,France,2:37:42
Decca Dionisetti,Male,"€39,45",mastercard,Electronics,Portugal,17:53:37
Lisa Sinclaire,Female,"€90,49",americanexpress,Industrial,Brazil,4:27:11
Pavla Orys,Female,"€38,56",visa,Shoes,Brazil,0:43:26
Rinaldo Walford,Male,"€36,81",americanexpress,Books,Portugal,17:49:23
Odey Castellan,Male,"€64,41",mastercard,Beauty,France,12:01:35
Daniele Reignould,Female,"€24,50",mastercard,Music,Brazil,4:02:11
Raphael Pagden,Male,"€82,39",visa,Grocery,France,12:04:00
Talyah Falconbridge,Female,"€71,04",americanexpress,Automotive,Portugal,20:25:20
Freemon Ebbin,Male,"€12,18",visa,Games,Argentina,15:29:40
Dina Loveguard,Female,"€48,26",americanexpress,Sports,Portugal,22:34:45
Leland Ryland,Female,"€43,60",americanexpress,Books,Brazil,23:21:34
Neal Warde,Male,"€36,96",visa,Sports,Brazil,17:04:37
Cos Prandy,Male,"€56,52",visa,Kids,Portugal,19:29:32
Morena Klink,Genderqueer,"€13,31",americanexpress,Music,Brazil,10:15:31
Demetrius Coursor,Male,"€97,14",americanexpress,Jewelry,Argentina,23:23:56
Charline Riccardo,Female,"€60,26",visa,Books,Brazil,20:39:22
Madel Gummoe,Female,"€51,13",visa,Outdoors,Brazil,20:31:11
Elisha Ludgate,Male,"€88,73",mastercard,Movies,France,2:06:53
Lilas Maffei,Female,"€74,34",americanexpress,Home,Portugal,12:51:02
Niven Philbrook,Agender,"€51,60",visa,Electronics,Brazil,23:50:04
Buckie Comins,Male,"€87,05",visa,Garden,France,23:23:38
Thorvald Powland,Male,"€23,96",mastercard,Clothing,Brazil,17:09:18
Jarrad Streak,Male,"€64,65",americanexpress,Health,Spain,12:18:55
Carlos Lightfoot,Male,"€5,77",mastercard,Automotive,Brazil,3:23:52
Fredelia Gorler,Female,"€88,62",americanexpress,Movies,Brazil,19:03:30
Gusella Kynder,Female,"€2,33",visa,Music,Portugal,22:43:20
Ailis Kellart,Female,"€73,83",visa,Clothing,France,19:07:54
Claus Parres,Male,"€68,12",americanexpress,Sports,Argentina,5:41:53
Anitra Chadbourn,Female,"€13,72",mastercard,Electronics,Portugal,17:45:38
Arin Sket,Male,"€45,83",mastercard,Tools,Portugal,17:59:35
Saudra Sleet,Female,"€85,45",visa,Games,France,5:22:32
